train/plddt,val/n_skipped,loss,_step,loss/diffusion,stage,_timestamp,val/lddt,val/n_attempted,val/diffusion_loss,val/plddt,gpu/peak_mem_gb,lr,train/lddt,val/rmsd,val/total_loss,train/lddt_hard,grad_norm,val/distogram_loss,train/rmsd,train/gdt_ts,_runtime,val/gdt_ts,val/lddt_hard,tokens_per_sec,loss/distogram
31.643577575683594,,0.43380208164453504,160,0.23049132749438286,stage1,1776876604.8650558,,,,,14.019305472,0.0008,0.684057492017746,,,0.6024520397186279,11.805629658699036,,2.9417874813079834,0.5976423025131226,882.961155594,,,61.2457465665594,2.033107566833496
60.44196701049805,,0.5343221068382263,170,0.33460523970425127,stage1,1776876635.647272,,,,,14.02339328,0.0008500000000000001,0.7884396433830261,,,0.6964669823646545,4.623902726173401,,2.4255189895629883,0.7085044980049133,915.946246845,,,111.47867545551581,1.997168731689453
93.97718048095703,,0.6025106504559516,180,0.416051818151027,stage1,1776876668.6324193,,,,,14.021155328,0.0009,0.7036199688911438,,,1.0,2.987237823009491,,0.07965215295553207,1.0,946.61983681,,,96.29910915272966,1.864588212966919
42.5098991394043,,0.9156248733401299,190,0.70706080570817,stage1,1776876699.3059373,,,,,14.033281536,0.00095,0.6592902660369873,,,0.9027919769287109,3.053651213645935,,0.7822675108909607,0.9557497501373291,975.420035684,,,104.17736500993074,2.085640621185303
92.90738677978516,,0.35586426705121993,200,0.1707766991108656,stage1,1776876728.1061583,,,,,14.004105728,0.001,0.7487649619579315,,,0.9320815205574036,3.905888032913208,,0.8440832495689392,0.9520877599716187,1044.238919701,,,110.5040624018951,1.8508756637573243
39.526729583740234,,0.4669892117381096,210,0.30514952167868614,stage1,1776876796.9250069,,,,,14.040491008,0.0009999974308631955,0.7799230277538299,,,0.8276113271713257,4.216191911697388,,1.124822735786438,0.9030473232269287,1072.768953786,,,52.19879452040746,1.6183969259262085
29.33211898803711,,0.4226498410105705,220,0.24138000458478928,stage1,1776876825.4550292,,,,,14.014368768,0.000999989723479183,0.7492408573627471,,,0.49249979853630066,2.1802383601665496,,3.7599706649780273,0.4794172942638397,1128.913827681,,,110.7107813769717,1.8126984000205995
36.36650848388672,,0.3674521423876286,230,0.18576661255210639,stage1,1776876881.599887,,,,,14.03268608,0.0009999768779271685,0.7216109097003937,,,0.6207773089408875,10.696401381492615,,2.6621804237365723,0.6488349437713623,1167.875448995,,,64.21524258868621,1.8168552815914154
56.334068298339844,,0.396453270316124,240,0.2033156555145979,stage1,1776876920.5613415,,,,,14.034052096,0.0009999588943391596,0.68306685090065,,,0.4649413824081421,7.242846488952637,,6.4590559005737305,0.36414963006973267,1280.35728871,,,82.37393532876413,1.931376087665558
21.860328674316406,,20.127913135290147,250,19.94261107109487,stage1,1776877033.0431871,,,,,14.082889728,0.0009999357728999656,0.6283177375793457,,,0.1366218626499176,10.382497310638428,,17.736356735229492,0.02841634675860405,1324.373545033,,,25.418705714587986,1.8530258655548095
34.61891174316406,,0.6204594135284424,260,0.42767043337225913,stage1,1776877077.0597327,,,,,14.017412608,0.000999907513847195,0.7210408985614777,,,0.7520478963851929,4.118989789485932,,1.6042070388793945,0.7999999523162842,1464.047193366,,,71.8226321053962,1.9278897523880005
94.00697326660156,,0.35689014196395874,270,0.2001157246530056,stage1,1776877216.7333145,,,,,14.021837312,0.0009998741174712534,0.6980805277824402,,,0.8153507113456726,4.3677562236785885,,1.231217384338379,0.8665937781333923,1492.287267085,,,23.19048030927426,1.5677441895008086
48.60403823852539,,7.4970059737563135,280,7.312714784033597,stage1,1776877244.9732451,,,,,14.017739776,0.00099983558411534,0.6396772265434265,,,0.4839964807033539,7.992871832847595,,4.164697647094727,0.4756971299648285,1527.16143185,,,110.32455909633896,1.8429100036621093
51.296749114990234,,0.30558632016181947,290,0.15352372080087662,stage1,1776877279.8474526,,,,,14.023194112,0.0009997919141754449,0.6036359071731567,,,0.22759303450584412,7.440022110939026,,24.94544219970703,0.005493273492902517,1557.114135381,,,93.14774159228622,1.5206259489059448
36.94682693481445,,0.532859106361866,300,0.360187952965498,stage1,1776877309.8000047,,,,,14.028706304,0.000999743108100344,0.685191684961319,,,0.7957468032836914,9.937385964393616,,1.0979061126708984,0.8877487182617188,1631.534687759,,,111.82911964711269,1.7267115116119385
85.85148620605469,,0.6901373863220215,310,0.45701448936015365,stage1,1776877384.2207072,,,,,14.015260672,0.0009996891663915954,0.7167374670505524,,,0.7324624061584473,3.4221224546432496,,2.9745559692382812,0.6547029614448547,1663.928820412,,,38.78245608187125,2.3312289357185363
40.62843704223633,,0.7137905478477478,320,0.5310575910843909,stage1,1776877416.6148672,,,,,14.01305344,0.0009996300896035338,0.6550683856010437,,,0.4949781894683838,3.6609244346618652,,3.787599802017212,0.48646432161331177,1723.958368633,,,107.72027637890227,1.8273293852806092
44.285972595214844,,0.5199626207351684,330,0.3352618901990354,stage1,1776877476.6445117,,,,,14.025120768,0.0009995658783432644,0.619985693693161,,,0.7575497627258301,3.704274928569794,,1.4674768447875977,0.8316546678543091,1754.87412422,,,58.64267417440545,1.8470073103904725
93.7574462890625,,0.628234601020813,340,0.4387469984591007,stage1,1776877507.5602307,,,,,14.022132736,0.0009994965332706573,0.7397925198078156,,,0.9268013834953308,3.7451743125915526,,0.6335766911506653,0.9788438677787781,1788.15948771,,,90.13010402987085,1.894875943660736
38.08243942260742,,2.0304267317056657,350,1.8334744602441788,stage1,1776877540.8456197,,,,,14.206997504,0.0009994220550983404,0.6741114854812622,,,0.93147212266922,8.27930566072464,,0.6029775142669678,0.979377269744873,1823.310685515,,,109.13275785216399,1.969523298740387
36.578369140625,,0.3351045548915863,360,0.1380362009629607,stage1,1776877575.9966311,,,,,14.008192512,0.0009993424445916923,0.707179594039917,,,0.680066704750061,2.65886572599411,,2.0225095748901367,0.7208378314971924,1854.185134283,,,93.18366055039685,1.9706835269927978
40.8712043762207,,0.5651160478591919,370,0.35784299187362195,stage1,1776877606.8712838,,,,,14.049796096,0.0009992577025688338,0.7075608253479004,,,0.6289092302322388,2.890608513355255,,2.45601487159729,0.6667022705078125,1888.944534033,,,116.13232364821233,2.0727304577827455
41.00387954711914,,0.4118507206439972,380,0.20999484043568373,stage1,1776877641.6306257,,,,,14.014352896,0.0009991678299006205,0.7053678393363952,,,0.851755678653717,24.128622019290923,,0.901655375957489,0.9361357688903809,1922.599288101,,,81.11304009851716,2.0185588002204895
36.453277587890625,,0.4084088891744614,390,0.19064801074564458,stage1,1776877675.285374,,,,,14.008520192,0.000999072827510633,0.6292848229408264,,,0.36446937918663025,7.191336047649384,,5.610177516937256,0.3309326469898224,1957.940405811,,,83.47712056405928,2.177608776092529
39.72053527832031,,0.37854414731264113,400,0.17142576035112142,stage1,1776877710.6265337,,,,,14.010404352,0.0009989726963751681,0.738453209400177,,,0.5760114789009094,2.3480201959609985,,2.82808518409729,0.593436598777771,1983.531442614,,,88.32285599227777,2.0711838483810423
35.29933547973633,,0.9010410264134407,410,0.6888410709798336,stage1,1776877736.217224,,,,,14.00847104,0.000998867437523228,0.5797425627708435,,,0.3709269165992737,9.58810772895813,,6.968297481536865,0.2505446672439575,2017.649207453,,,136.59822761866045,2.121999537944794
54.915042877197266,,0.6058480784296989,420,0.426253208424896,stage1,1776877770.3354247,,,,,14.033724416,0.0009987570520365104,0.6221272587776184,,,0.995782732963562,3.4883124113082884,,0.24751277267932892,0.9999122619628906,2047.493659347,,,94.77446003738746,1.7959486722946167
39.370391845703125,,0.4885362058877945,430,0.2863037507981062,stage1,1776877800.1794717,,,,,14.026403328,0.0009986415410493965,0.6662591576576233,,,0.5180058479309082,4.310814464092255,,3.745388984680176,0.49031853675842285,2077.607604738,,,105.59994229188209,2.022324526309967
45.74716567993164,,1.1886301890015603,440,1.0119895529001952,stage1,1776877830.2937207,,,,,14.258434048,0.000998520905748941,0.6190278887748718,,,0.43975356221199036,4.310489428043366,,5.956382751464844,0.3224331736564636,2112.042113192,,,120.82982964013874,1.7664063036441804
39.065208435058594,,0.37854529172182083,450,0.20241061076521874,stage1,1776877864.7282424,,,,,14.019766272,0.0009983951473748578,0.7916139841079712,,,0.8237313628196716,5.88907755613327,,1.1317143440246582,0.8934346437454224,2141.914961353,,,91.22986830487127,1.7613467693328857
33.14323043823242,,0.43056331723928454,460,0.22569531723856925,stage1,1776877894.6008592,,,,,14.033804288,0.0009982642672195091,0.6708601713180542,,,0.9003063440322876,3.4574954986572264,,0.7195442318916321,0.9630281925201416,2177.878580932,,,107.13822887867009,2.0486799240112306
32.413455963134766,,0.6755785033106804,470,0.4850135506130755,stage1,1776877930.5647295,,,,,14.027921408,0.0009981282666278908,0.7062383353710174,,,0.4373268485069275,2.042514091730118,,4.722305774688721,0.41750001907348633,2212.728083794,,,90.35240741144818,1.9056496143341064
40.42170715332031,,0.7977519005537033,480,0.60979870185256,stage1,1776877965.4142575,,,,,14.132219392,0.0009979871469976197,0.725620424747467,,,0.9378817081451416,3.519848144054413,,0.5621629953384399,0.9857739210128784,2250.774260095,,,103.9761353530598,1.8795320034027099
41.31004333496094,,0.3398329935967922,490,0.13661065278574824,stage1,1776878003.4604752,,,,,14.010518528,0.0009978409097789176,0.6672854244709014,,,0.608780026435852,2.3938512921333315,,2.873307228088379,0.6046881079673767,2283.371065866,,,79.67575197342009,2.032223439216614
37.32261657714844,0.0,0.7153991967439651,500,0.5368819996714592,stage1,1776878064.8163397,0.6141197197139263,32.0,4.549663389625493,47.675266087055206,14.034680832,0.0009976895564745992,0.6677337944507599,3.907181023620069,4.72200944625074,0.6785877346992493,2.901996099948883,1.72346056625247,2.012424945831299,0.7301236987113953,2370.05877096,0.6255225929198787,0.6269608237780631,113.71010004323651,1.7851718664169312
35.848045349121094,,0.34491645693778994,510,0.17969733532518148,stage1,1776878122.7446163,,,,,14.013422592,0.000997533088640053,0.6713685035705567,,,0.5281402468681335,2.2918199777603148,,3.5161373615264893,0.5280743837356567,2402.362495974,,,40.135517087485916,1.652191197872162
36.54568862915039,,0.33737983405590055,520,0.17385001704096795,stage1,1776878155.0485945,,,,,14.125555712,0.0009973715078832287,0.6616000473499298,,,0.9520971775054932,3.8678181648254393,,0.4891376495361328,0.9926499724388123,2446.281875194,,,115.17563308482787,1.6352981090545655
32.958770751953125,,0.4709126502275467,530,0.31061363518238067,stage1,1776878198.9677763,,,,,14.014357504,0.0009972048158646183,0.6994591236114502,,,0.9575239419937134,2.929493081569672,,0.4729488492012024,0.9933333396911621,2515.655292504,,,84.25558308734736,1.6029901027679443
55.10103225708008,,0.713915704190731,540,0.529217985831201,stage1,1776878268.340993,,,,,14.040717312,0.00099703301429724,0.6574824392795563,,,0.5415000915527344,3.782378447055817,,4.795777797698975,0.4614661633968353,2583.822960741,,,50.19572524159588,1.8469770550727844
32.835777282714844,,0.5056334272027015,550,0.3141833510249853,stage1,1776878336.5091293,,,,,14.019269632,0.0009968561049466214,0.6956532239913941,,,0.5211405754089355,6.808945429325104,,3.5378358364105225,0.5204575061798096,2647.121859309,,,53.768349862076306,1.9145008087158204
31.01986312866211,,1.2337608262896538,560,1.0492879506200552,stage1,1776878399.807921,,,,,14.013181952,0.000996674089630779,0.7008037328720093,,,0.6725614666938782,13.002204513549804,,2.268824577331543,0.7025129199028015,2784.088206917,,,47.77697593678968,1.844728422164917
53.66058349609375,,0.6127305865287781,570,0.4349821053445339,stage1,1776878536.7742937,,,,,14.174626304,0.0009964869702202021,0.6421586096286773,,,0.4844924807548523,3.3576096177101133,,5.29554557800293,0.3705272972583771,2816.600078099,,,27.00034246774637,1.7774846792221068
46.545257568359375,,0.415141960978508,580,0.21949844509363176,stage1,1776878569.2861156,,,,,14.012900352,0.0009962947486378325,0.7624451279640198,,,0.8727039098739624,3.866313660144806,,0.8596104979515076,0.9439187049865723,2850.349558249,,,95.97937689598315,1.9564351081848144
38.63380432128906,,0.4458929568529129,590,0.26133203096687796,stage1,1776878603.0354989,,,,,14.010973184,0.0009960974268590438,0.7083453059196472,,,0.7317214012145996,1.684445333480835,,1.6696025133132935,0.7838419079780579,2886.296735922,,,98.82908717281958,1.845609188079834
39.4088134765625,,0.49446276426315305,600,0.3190162356942892,stage1,1776878638.9826403,,,,,14.033786368,0.000995895006911623,0.7080892324447632,,,0.8761433362960815,2.637998288869858,,0.8772846460342407,0.9422881007194519,2918.633959097,,,93.73447001824148,1.754465353488922
39.15910339355469,,0.5527279213070869,610,0.3577412713319063,stage1,1776878671.3201098,,,,,14.036260352,0.0009956874908757481,0.7743237376213074,,,0.8376048803329468,5.709284651279449,,1.016810417175293,0.91850745677948,2955.002293398,,,103.23870164102763,1.949866485595703
35.21321487426758,,0.3888232335448265,620,0.2292586501687765,stage1,1776878707.6883092,,,,,14.13351424,0.0009954748808839674,0.7180518746376038,,,0.398768812417984,2.9955666422843934,,5.31179666519165,0.37537065148353577,2987.150708895,,,100.099769935183,1.5956457257270813
37.35568618774414,,0.6219645276665687,630,0.4444323841482401,stage1,1776878739.836851,,,,,14.016021504,0.0009952571791211776,0.5774894118309021,,,0.8395684361457825,3.3173709392547606,,1.0174534320831299,0.9196944236755371,3025.160015191,,,111.31288478252608,1.7753214716911316
43.29136657714844,,0.6222069397568702,640,0.43466767808422446,stage1,1776878777.8459415,,,,,14.026420736,0.0009950343878246009,0.6519726991653443,,,0.9179949760437012,3.4321653962135317,,0.648696780204773,0.9745447635650635,3061.95389041,,,84.85908771936693,1.8753926873207092
38.660362243652344,,0.4171658918261528,650,0.2308505711145699,stage1,1776878814.6399171,,,,,14.019709952,0.000994806509283763,0.7789187133312225,,,0.9603813886642456,2.382042109966278,,0.4496711194515228,0.9951415657997131,3128.313265607,,,86.95563737600574,1.8631531953811646
52.2615966796875,,46.662915693223475,660,46.480944636464116,stage1,1776878880.9993987,,,,,14.005408768,0.0009945735458404682,0.6361878752708435,,,0.9668098092079163,9.842674684524535,,0.4271872639656067,0.9955357313156128,3164.996143799,,,56.545077835916985,1.8197197318077087
41.16709899902344,,0.412063068151474,670,0.2452337708324194,stage1,1776878917.6821764,,,,,14.018584576,0.0009943354998887763,0.6962408185005188,,,0.6273343563079834,1.9207391440868378,,2.5535576343536377,0.6453601717948914,3239.445826663,,,95.09721129183754,1.6682929933071136
35.0926513671875,,0.34447057247161866,680,0.18406246956437827,stage1,1776878992.1318917,,,,,14.026901504,0.0009940923738749779,0.7048438668251038,,,0.5317472219467163,2.550398659706116,,3.3362770080566406,0.5492218732833862,3277.51797345,,,40.580562198789984,1.604081040620804
39.46540451049805,,0.39667449444532393,690,0.19716715384274722,stage1,1776879030.2039344,,,,,14.006036992,0.0009938441702975688,0.6218739926815033,,,0.4063071608543396,2.8194142818450927,,5.791658401489258,0.33082282543182373,3346.658351689,,,90.60312114961594,1.9950734376907349
58.3497314453125,,0.6883484572172165,700,0.47294376231729984,stage1,1776879099.3442597,,,,,14.001394688,0.0009935908917072251,0.6105521440505981,,,0.3018718361854553,9.74096975326538,,10.16407299041748,0.1504826843738556,3384.62836284,,,45.62037992964035,2.154046964645386
39.84721374511719,,0.5988222882151604,710,0.42851367965340614,stage1,1776879137.3143165,,,,,14.174358016,0.000993332540706776,0.7918870687484741,,,0.7201230525970459,2.704784166812897,,1.8141696453094482,0.7806096076965332,3421.726082608,,,87.52824374831708,1.7030860781669617
40.39485549926758,,0.5654891937971115,720,0.37928226217627525,stage1,1776879174.4121735,,,,,14.010910208,0.0009930691199511775,0.7668170154094696,,,0.46470725536346436,1.6802052974700927,,4.590053558349609,0.46529194712638855,3460.008666167,,,99.26355989127062,1.8620693325996398
48.448421478271484,,0.9416899889707565,730,0.795526267029345,stage1,1776879212.6946661,,,,,14.025091072,0.000992800632147486,0.7616791725158691,,,0.9007470607757568,2.1109488368034364,,0.7612025737762451,0.9605218768119812,3496.617237844,,,89.50412987758277,1.461637258529663
82.39535522460938,,0.47386738657951355,740,0.2921425048261881,stage1,1776879249.3033435,,,,,13.994394624,0.0009925270800548284,0.8046006679534912,,,0.9994074702262878,3.028700578212738,,0.18895231187343597,1.0,3566.236243953,,,72.7515965000754,1.817248773574829
92.23493957519531,,0.34235981702804563,750,0.156704455986619,stage1,1776879318.9221208,,,,,14.031450112,0.0009922484664843763,0.7031802237033844,,,0.9298897385597229,1.3234995782375336,,0.7275756597518921,0.9697943329811096,3617.970186251,,,41.959827665936345,1.85655357837677
37.572669982910156,,0.5701025158166886,760,0.38467035107314584,stage1,1776879370.6562474,,,,,14.01405952,0.0009919647942993148,0.6808568835258484,,,0.79961097240448,7.249113792181015,,1.2119287252426147,0.869615375995636,3754.49466015,,,67.39026036410736,1.8543215095996857
53.281455993652344,,0.4022697120904922,770,0.2230111550539732,stage1,1776879507.1804729,,,,,14.028031488,0.0009916760664148148,0.601308923959732,,,0.46396851539611816,6.177325201034546,,4.840594291687012,0.41328635811805725,3791.634128935,,,25.571428595129795,1.792585515975952
36.82603073120117,,0.451378658413887,780,0.2566580705344677,stage1,1776879544.3202183,,,,,14.021019136,0.0009913822857980019,0.6668733477592468,,,0.9663059711456299,3.4103511333465577,,0.4416133165359497,0.9938511252403259,3851.725785084,,,86.73817388067424,1.9472058534622192
38.505401611328125,,0.44674652367830275,790,0.27479251800104976,stage1,1776879604.4117918,,,,,14.028969984,0.0009910834554679266,0.6370599746704102,,,0.8508457541465759,2.84366175532341,,0.9163078665733337,0.9331173300743103,3890.420387898,,,61.3781542907954,1.719540011882782
40.79521179199219,,0.42731431126594543,800,0.21917888522148132,stage1,1776879643.1063266,,,,,13.993165312,0.0009907795784955327,0.6399207592010498,,,0.6657480001449585,1.9528743743896484,,2.03768253326416,0.7381710410118103,3926.612193459,,,70.14795374110605,2.0813541948795318
42.96772766113281,,0.6714548319578171,810,0.4711962500587106,stage1,1776879679.2982836,,,,,14.040182784,0.0009904706580036264,0.7303870856761933,,,0.8861818313598633,8.308646965026856,,0.7458661794662476,0.9647627472877502,3958.66906249,,,92.24224774448003,2.0025858283042908
36.11708068847656,,0.4767793044447899,820,0.2881743943318725,stage1,1776879711.3545887,,,,,14.01869056,0.0009901566971668436,0.7723409533500671,,,0.8771556615829468,9.454691708087921,,0.8539499640464783,0.9461565017700195,3991.164821396,,,89.07553254238083,1.8860490918159485
42.597076416015625,,0.4078046515583992,830,0.22613547295331954,stage1,1776879743.8509018,,,,,14.049394176,0.0009898376992116178,0.6386490941047669,,,0.4735807180404663,4.889441657066345,,4.7561421394348145,0.39703378081321716,4025.769352023,,,97.56611489820632,1.8166917562484741
49.44805908203125,,0.4608539596199989,840,0.2838485477492213,stage1,1776879778.4554117,,,,,14.022851584,0.0009895136674161465,0.6525383651256561,,,0.4277579188346863,4.054294943809509,,5.004836082458496,0.4069167971611023,4064.69338734,,,90.52174719809376,1.7700541257858275
46.53484344482422,,0.5264357253909111,850,0.35918651185929773,stage1,1776879817.379482,,,,,14.035807744,0.0009891846051103576,0.7202434837818146,,,0.36525118350982666,9.880876165628433,,5.863286018371582,0.32993197441101074,4100.769641478,,,95.89001676335565,1.6724921226501466
47.856014251708984,,0.505502812564373,860,0.3417140875011683,stage1,1776879853.4558516,,,,,14.040092672,0.0009888505156758758,0.6798520982265472,,,0.7092306017875671,4.750086522102356,,1.791001319885254,0.7614296674728394,4137.098515005,,,106.36305848301814,1.637887167930603
58.609703063964844,,0.81211898624897,870,0.6450234085321427,stage1,1776879889.7846148,,,,,14.019343872,0.0009885114025459864,0.6268271207809448,,,0.7818244695663452,4.361462604999542,,1.3494161367416382,0.8583614230155945,4173.660998309,,,100.04450077582547,1.6709557890892028
93.95152282714844,,0.4583415150642395,880,0.26669039502739905,stage1,1776879926.3469646,,,,,14.036165632,0.0009881672692056021,0.7251586616039276,,,0.9962878227233887,2.562809181213379,,0.24667449295520782,0.9998772740364075,4212.422935706,,,76.59129376655042,1.9165111660957337
60.151161193847656,,0.3399420142173767,890,0.13626321256160737,stage1,1776879965.108982,,,,,14.003807744,0.000987818119191225,0.6288746476173401,,,0.6459944844245911,1.8647652387619018,,3.0557925701141357,0.626349687576294,4251.1738852,,,83.46841129435143,2.036787974834442
35.830101013183594,,0.40688705295324323,900,0.23345458470284938,stage1,1776880003.859883,,,,,14.028096,0.0009874639560909118,0.7737796783447266,,,0.2352239489555359,1.33727086186409,,15.189337730407715,0.059225894510746,4295.332638985,,,88.34557465121254,1.7343246698379517
59.063941955566406,,0.8456042602658271,910,0.6694555839523673,stage1,1776880048.018719,,,,,14.03299584,0.0009871047835442364,0.6561470031738281,,,0.5254213809967041,2.262182664871216,,3.687436580657959,0.5163239240646362,4327.888845509,,,75.77992907072155,1.7614869713783263
53.36086654663086,,0.31813170984387396,920,0.18190783988684417,stage1,1776880080.57493,,,,,14.040126464,0.0009867406052422524,0.7761238217353821,,,0.8295944929122925,2.391551297903061,,1.1298807859420776,0.8995367288589478,4366.356863839,,,102.39172434123505,1.3622386753559113
91.7293701171875,,2.118512086570263,930,1.9054905463010072,stage1,1776880119.0429268,,,,,14.02533888,0.0009863714249274552,0.5771578788757324,,,0.8403726816177368,4.433671081066132,,1.267112135887146,0.8514133095741272,4400.883921952,,,68.16923705435734,2.130215561389923
53.60964584350586,,0.3637562900781631,940,0.17266701012849808,stage1,1776880153.5701268,,,,,14.006894592,0.000985997246393744,0.6782530188560486,,,0.6750713586807251,3.603487288951874,,1.955618977546692,0.7293441891670227,4471.79784538,,,84.35041163616458,1.9108927369117736
49.49446487426758,,0.3309254959225655,950,0.13577788695693016,stage1,1776880224.483836,,,,,14.01214976,0.000985618073486382,0.714503037929535,,,0.7082141637802124,1.5245308458805085,,1.742702841758728,0.7724094390869141,4512.197293858,,,51.164320808220175,1.9514760315418243
35.379737854003906,,0.49550677835941315,960,0.31350729167461394,stage1,1776880264.8834488,,,,,14.034796544,0.0009852339101019574,0.8096800863742828,,,0.9592593312263489,4.867288506031036,,0.5018498301506042,0.9889978170394897,4552.449109399,,,84.63912311608446,1.8199948430061341
28.78080940246582,,0.4318273276090622,970,0.24368603536859154,stage1,1776880305.1349816,,,,,14.09627904,0.0009848447601883434,0.7212662994861603,,,0.7619112730026245,1.8363938927650452,,1.4050370454788208,0.8424898982048035,4591.186549642,,,74.29110236942346,1.881412935256958
46.78709030151367,,0.48271730840206145,980,0.2899386342614889,stage1,1776880343.872699,,,,,14.022047744,0.0009844506277446577,0.7734536409378052,,,0.7746018171310425,1.9285166203975677,,1.4300496578216553,0.8317451477050781,4651.442006046,,,85.94854930763218,1.9277866780757904
41.93907928466797,,0.5141468897461892,990,0.32609114684164525,stage1,1776880404.1280465,,,,,14.022509056,0.0009840515168212207,0.6886638939380646,,,0.9140700101852417,2.341725307703018,,0.6812340617179871,0.9720906019210815,4690.374998656,,,54.273314269746535,1.8805574297904968
34.83578109741211,0.0,0.3720176801085472,1000,0.17239651288837193,stage1,1776880495.9549463,0.7181909307837486,32.0,0.387972081778571,51.851829409599304,14.014467584,0.0009836474315195148,0.6622699916362762,2.5222666058689356,0.5607349220197648,0.6815022826194763,13.048567312955857,1.7276284024119377,2.111539602279663,0.7262657880783081,4801.174170745,0.7578858396736905,0.7375141261145473,85.90104362054898,1.9962116003036499
